index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
918	xIntent	PersonX holds a ___ together	to to influential.	PersonX یک ___ را با هم نگه می دارد	به تأثیرگذار	PersonX holds a ___ together. PersonX intends to to influential.	PersonX یک ___ را با هم نگه می دارد. PersonX قصد دارد تا تأثیرگذار باشد.	PersonX holds a ___ together	 PersonX intends to to influential	PersonX یک ___ را با هم نگه می دارد	 PersonX قصد دارد تا تأثیرگذار باشد
919	xIntent	PersonX holds a ___ together	his food to stay on his plate.	PersonX یک ___ را با هم نگه می دارد	غذای او برای ماندن در بشقابش.	PersonX holds a ___ together. PersonX intends his food to stay on his plate.	PersonX یک ___ را با هم نگه می دارد. PersonX قصد دارد غذای خود را در بشقاب خود بماند.	PersonX holds a ___ together	 PersonX intends his food to stay on his plate	PersonX یک ___ را با هم نگه می دارد	 PersonX قصد دارد غذای خود را در بشقاب خود بماند
920	xIntent	PersonX holds a ___ together	to unite people	PersonX یک ___ را با هم نگه می دارد	برای متحد کردن مردم	PersonX holds a ___ together. PersonX intends to unite people	PersonX یک ___ را با هم نگه می دارد. PersonX قصد دارد مردم را متحد کند	PersonX holds a ___ together	 PersonX intends to unite people	PersonX یک ___ را با هم نگه می دارد	 PersonX قصد دارد مردم را متحد کند
921	xIntent	PersonX grants ___ promptly	to take care of matters swiftly	PersonX بلافاصله ___ اعطا می کند	سریع رسیدگی کند	PersonX grants ___ promptly. PersonX intends to take care of matters swiftly	PersonX بلافاصله ___ اعطا می کند. PersonX قصد دارد به سرعت به امور رسیدگی کند	PersonX grants ___ promptly	 PersonX intends to take care of matters swiftly	PersonX بلافاصله ___ اعطا می کند	 PersonX قصد دارد به سرعت به امور رسیدگی کند
922	xIntent	PersonX grants ___ promptly	to be kind	PersonX بلافاصله ___ اعطا می کند	مهربان بودن	PersonX grants ___ promptly. PersonX intends to be kind	PersonX بلافاصله ___ اعطا می کند. PersonX قصد دارد مهربان باشد	PersonX grants ___ promptly	 PersonX intends to be kind	PersonX بلافاصله ___ اعطا می کند	 PersonX قصد دارد مهربان باشد
923	xIntent	PersonX grants ___ promptly	to help	PersonX بلافاصله ___ اعطا می کند	برای کمک به	PersonX grants ___ promptly. PersonX intends to help	PersonX بلافاصله ___ اعطا می کند. PersonX قصد کمک دارد	PersonX grants ___ promptly	 PersonX intends to help	PersonX بلافاصله ___ اعطا می کند	 PersonX قصد کمک دارد
924	xIntent	PersonX kills ___ with stone	to be mean	PersonX ___ را با سنگ می کشد	حقیر بودن	PersonX kills ___ with stone. PersonX intends to be mean	PersonX ___ را با سنگ می کشد. PersonX قصد دارد خبیث باشد	PersonX kills ___ with stone	 PersonX intends to be mean	PersonX ___ را با سنگ می کشد	 PersonX قصد دارد خبیث باشد
925	xIntent	PersonX kills ___ with stone	to express anger	PersonX ___ را با سنگ می کشد	برای ابراز خشم	PersonX kills ___ with stone. PersonX intends to express anger	PersonX ___ را با سنگ می کشد. PersonX قصد دارد خشم خود را ابراز کند	PersonX kills ___ with stone	 PersonX intends to express anger	PersonX ___ را با سنگ می کشد	 PersonX قصد دارد خشم خود را ابراز کند
926	xIntent	PersonX sets ___ upon	record	PersonX ___ را تنظیم می کند	رکورد	PersonX sets ___ upon. PersonX intends record	PersonX ___ را تنظیم می کند. PersonX قصد ثبت دارد	PersonX sets ___ upon	 PersonX intends record	PersonX ___ را تنظیم می کند	 PersonX قصد ثبت دارد
927	xIntent	PersonX sets ___ upon	learn something	PersonX ___ را تنظیم می کند	چیزی یاد بگیر	PersonX sets ___ upon. PersonX intends learn something	PersonX ___ را تنظیم می کند. PersonX قصد دارد چیزی یاد بگیرد	PersonX sets ___ upon	 PersonX intends learn something	PersonX ___ را تنظیم می کند	 PersonX قصد دارد چیزی یاد بگیرد
928	xIntent	PersonX sets ___ upon	accomplish a goal	PersonX ___ را تنظیم می کند	رسیدن به یک هدف	PersonX sets ___ upon. PersonX intends accomplish a goal	PersonX ___ را تنظیم می کند. PersonX قصد دارد یک هدف را محقق کند	PersonX sets ___ upon	 PersonX intends accomplish a goal	PersonX ___ را تنظیم می کند	 PersonX قصد دارد یک هدف را محقق کند
929	xIntent	PersonX lays PersonY's ___ together	to understand the plan	PersonX PersonY ___ را کنار هم قرار می دهد	برای فهمیدن برنامه	PersonX lays PersonY's ___ together. PersonX intends to understand the plan	PersonX PersonY ___ را کنار هم قرار می دهد. PersonX قصد دارد این طرح را درک کند	PersonX lays PersonY's ___ together	 PersonX intends to understand the plan	PersonX PersonY ___ را کنار هم قرار می دهد	 PersonX قصد دارد این طرح را درک کند
930	xIntent	PersonX devotes PersonX's ___ to the work	to be more productive and hard working	PersonX ___ PersonX را به کار اختصاص می دهد	برای بهره وری بیشتر و سخت کوشی	PersonX devotes PersonX's ___ to the work. PersonX intends to be more productive and hard working	PersonX ___ PersonX را به کار اختصاص می دهد. PersonX قصد دارد بهره وری و سخت کوشی بیشتری داشته باشد	PersonX devotes PersonX's ___ to the work	 PersonX intends to be more productive and hard working	PersonX ___ PersonX را به کار اختصاص می دهد	 PersonX قصد دارد بهره وری و سخت کوشی بیشتری داشته باشد
931	xIntent	PersonX devotes PersonX's ___ to the work	to be diligent	PersonX ___ PersonX را به کار اختصاص می دهد	کوشا بودن	PersonX devotes PersonX's ___ to the work. PersonX intends to be diligent	PersonX ___ PersonX را به کار اختصاص می دهد. PersonX قصد دارد کوشا باشد	PersonX devotes PersonX's ___ to the work	 PersonX intends to be diligent	PersonX ___ PersonX را به کار اختصاص می دهد	 PersonX قصد دارد کوشا باشد
932	xIntent	PersonX devotes PersonX's ___ to the work	to be a hard worker	PersonX ___ PersonX را به کار اختصاص می دهد	سخت کوش بودن	PersonX devotes PersonX's ___ to the work. PersonX intends to be a hard worker	PersonX ___ PersonX را به کار اختصاص می دهد. PersonX قصد دارد سخت کوش باشد	PersonX devotes PersonX's ___ to the work	 PersonX intends to be a hard worker	PersonX ___ PersonX را به کار اختصاص می دهد	 PersonX قصد دارد سخت کوش باشد
933	xIntent	PersonX devotes PersonX's ___ to the work	fulfill duties	PersonX ___ PersonX را به کار اختصاص می دهد	انجام وظایف	PersonX devotes PersonX's ___ to the work. PersonX intends fulfill duties	PersonX ___ PersonX را به کار اختصاص می دهد. PersonX قصد دارد وظایف خود را انجام دهد	PersonX devotes PersonX's ___ to the work	 PersonX intends fulfill duties	PersonX ___ PersonX را به کار اختصاص می دهد	 PersonX قصد دارد وظایف خود را انجام دهد
934	xIntent	PersonX devotes PersonX's ___ to the work	to be faithful to work	PersonX ___ PersonX را به کار اختصاص می دهد	به کار وفادار بودن	PersonX devotes PersonX's ___ to the work. PersonX intends to be faithful to work	PersonX ___ PersonX را به کار اختصاص می دهد. PersonX قصد دارد به کار خود وفادار باشد	PersonX devotes PersonX's ___ to the work	 PersonX intends to be faithful to work	PersonX ___ PersonX را به کار اختصاص می دهد	 PersonX قصد دارد به کار خود وفادار باشد
935	xIntent	PersonX protects workers ' ___	to help others	PersonX از کارگران ___ محافظت می کند	برای کمک به دیگران	PersonX protects workers ' ___. PersonX intends to help others	PersonX از کارگران ___ محافظت می کند. PersonX قصد دارد به دیگران کمک کند	PersonX protects workers ' ___	 PersonX intends to help others	PersonX از کارگران ___ محافظت می کند	 PersonX قصد دارد به دیگران کمک کند
936	xIntent	PersonX protects workers ' ___	to help people	PersonX از کارگران ___ محافظت می کند	برای کمک به مردم	PersonX protects workers ' ___. PersonX intends to help people	PersonX از کارگران ___ محافظت می کند. PersonX قصد دارد به مردم کمک کند	PersonX protects workers ' ___	 PersonX intends to help people	PersonX از کارگران ___ محافظت می کند	 PersonX قصد دارد به مردم کمک کند
