target_text_fa	target_text	prefix	input_text
خوب است.	good	xReact	PersonX prevents ___ in women
کار روی یک پروانه دیگر	work on another patent	xWant	PersonX prevents ___ in women
سپاسگزار و قدرشناس.	grateful & appreciative.	oReact	PersonX prevents ___ to others
کمک کننده	helpful	xAttr	PersonX prevents ___ to others
به طور مادی به رشد، رفاه و پیشرفت جامعه خود کمک کند.	materially contribute to own community growth, well-being & progress.	xIntent	PersonX prevents ___ to others
از چیزی که باید جلوی آن را بگیری آگاه باش	be aware of the thing to be prevented	xNeed	PersonX prevents ___ to others
امن و امان	secure	xReact	PersonX prevents ___ to others
شکست خورده.	defeated.	oReact	PersonX prevents the ___ from crossing
مواظب باش	careful	xAttr	PersonX prevents the ___ from crossing
برای انتقام جویی.	to be victorious.	xIntent	PersonX prevents the ___ from crossing
تا گروه اردک ها را به سمت جای امنی هدایت کند.	to help guide the group of ducks to safety	xWant	PersonX prevents the ___ from crossing
لذت بردن	gratitude	oReact	PersonX prevents the ___ from leaving
پرخاشگر	aggressive	xAttr	PersonX prevents the ___ from leaving
تا به دخترش بگوید که دیگر خیلی دیر شده است.	to tell his daughter that it is too late to go out.	xNeed	PersonX prevents the ___ from leaving
خوشحالند که کار درست را انجام می دهند	happy that they're doing the right thing	xReact	PersonX prevents the ___ from leaving
تا همه چیز را کنار هم نگه داریم	to keep everything together	xWant	PersonX prevents the ___ from leaving
آزاردهنده	irritating	oReact	PersonX prevents the ___ from making
رئیس مآبانه	bossy	xAttr	PersonX prevents the ___ from making
برای محافظت	to be protection	xIntent	PersonX prevents the ___ from making
اجرای نقشه	carry out plan	xNeed	PersonX prevents the ___ from making
رضایت خاطر	satisfied	xReact	PersonX prevents the ___ from making
قدرت	power	xWant	PersonX prevents the ___ from making
آزرده خاطر	annoyed	oReact	PersonX prevents the ___ from obtaining
مهارتمند	skilled	xAttr	PersonX prevents the ___ from obtaining
سختگیر بودن و ندادن	to be strict and not giving	xIntent	PersonX prevents the ___ from obtaining
تا نقشه ای بکشیم	to make a plan	xNeed	PersonX prevents the ___ from obtaining
قدرتمند	powerful	xReact	PersonX prevents the ___ from obtaining
برای متوقف کردن شخصی به نام Y	to keep stopping person Y	xWant	PersonX prevents the ___ from obtaining
انگار دارند از سلامتی خود مراقبت می کنند	like they are taking care of their health	oReact	PersonX pricks PersonY's finger
منظورم این است که	mean	xAttr	PersonX pricks PersonY's finger
یک نمونه خون	a blood sample	xIntent	PersonX pricks PersonY's finger
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX pricks PersonY's finger
مسئولیت پذیر	responsible	xReact	PersonX pricks PersonY's finger
برای گذاشتن یک دستمال کاغذی	to put a bandaid	xWant	PersonX pricks PersonY's finger
سپاسگزارم.	grateful	oReact	PersonX produces PersonY amount
تصمیم گرفته شده	determined	xAttr	PersonX produces PersonY amount
تا به او کمک کند مشکلش را حل کند	to help him solve his problem	xIntent	PersonX produces PersonY amount
توانایی پیش بردن را دارند	have ability to produe	xNeed	PersonX produces PersonY amount
رضایت خاطر	satisfied	xReact	PersonX produces PersonY amount
برای تسویه حساب	to settle the account	xWant	PersonX produces PersonY amount
آگهی شده است	informed	oReact	PersonX produces PersonY number
کمک کننده	helpful	xAttr	PersonX produces PersonY number
از اطلاعات متنفر بودن	to hate information	xIntent	PersonX produces PersonY number
که از او شماره شخصی خواسته شده است.	to have been asked for PersonY's number	xNeed	PersonX produces PersonY number
کمک کننده	helpful	xReact	PersonX produces PersonY number
تا شماره شخصی خود را اعلام کند.	to give out personY's number	xWant	PersonX produces PersonY number
علاقه مند	interested	oReact	PersonX produces PersonY reaction
طعنه زدن به	taunting	xAttr	PersonX produces PersonY reaction
برای جلب توجه	to be noticed	xIntent	PersonX produces PersonY reaction
برای برانگیختن شخصی	to provoke PersonY	xNeed	PersonX produces PersonY reaction
هیجان زده	excited	xReact	PersonX produces PersonY reaction
برای در آغوش گرفتن شخصی	to hug PersonY	xWant	PersonX produces PersonY reaction
برای کمک کردن	to help	xIntent	PersonX produces PersonY response
برای متقاعد کردن شخصی که	to convince person y	xNeed	PersonX produces PersonY response
کمک کننده	helpful	xReact	PersonX produces PersonY response
هدف ها را در میان بگذارید	communicate goals	xWant	PersonX produces PersonY response
خوشحال	happy	oReact	PersonX produces PersonY result
مهارتمند	skilled	xAttr	PersonX produces PersonY result
تا تولید شود	to be produced	xIntent	PersonX produces PersonY result
قطار	train	xNeed	PersonX produces PersonY result
خوشحال	happy	xReact	PersonX produces PersonY result
خیلی بد	very bad	oReact	PersonX produces ___ annually
مسئولیت پذیر	responsible	xAttr	PersonX produces ___ annually
برای اینکه در آسایش باشم	to be well off	xIntent	PersonX produces ___ annually
تا تولیدات را بفروشد	to sell the produce	xWant	PersonX produces ___ annually
رضایت خاطر	satisfied	oReact	PersonX produces ___ for the market
وارد کننده	enterprising	xAttr	PersonX produces ___ for the market
بذر محصولات را بخرد	buy the seeds for the crops	xNeed	PersonX produces ___ for the market
مهم	important	xReact	PersonX produces ___ for the market
مردم را وادار کنید محصولات را بخرند.	get people to buy the crops.	xWant	PersonX produces ___ for the market
بیمار	sick	oReact	PersonX produces ___ in animals
سرش شلوغ است.	busy	xAttr	PersonX produces ___ in animals
برای اینکه بدجنس باشم	to be mean	xIntent	PersonX produces ___ in animals
برای جمع آوری تدارکات آزمایشی.	to gather experimentation supplies.	xNeed	PersonX produces ___ in animals
از نظر اخلاقی درهم ریخته است.	morally confused	xReact	PersonX produces ___ in animals
تا اثرات جانبی احتمالی حیوانات را مطالعه کند.	to study the animals for possible side effects.	xWant	PersonX produces ___ in animals
خوشحال	happy	oReact	PersonX prolongs PersonY's life
مراقبت	Caring	xAttr	PersonX prolongs PersonY's life
برای کمک کردن	to help	xIntent	PersonX prolongs PersonY's life
مراقبت پزشکی بکنید	get medical care	xNeed	PersonX prolongs PersonY's life
مغرور	proud	xReact	PersonX prolongs PersonY's life
آسایش فراهم کند	provide comfort	xWant	PersonX prolongs PersonY's life
پروردگارا!	gracious	oReact	PersonX promotes children 's ___
خیرخواه	charitable	xAttr	PersonX promotes children 's ___
برای کمک به بچه ها	to help children	xIntent	PersonX promotes children 's ___
برای پیدا کردن بچه	to find children	xNeed	PersonX promotes children 's ___
خوب است.	good	xReact	PersonX promotes children 's ___
برای کمک به بچه ها	To help children	xWant	PersonX promotes children 's ___
مغرور	proud	oReact	PersonX promotes to manager
اعتماد به نفس	confident	xAttr	PersonX promotes to manager
تا مقامی را پر کند	to fill a position	xIntent	PersonX promotes to manager
تا پیشرفت آن ها را ببیند.	to watch their progress	xNeed	PersonX promotes to manager
مغرور	proud	xReact	PersonX promotes to manager
برای کمک به پیدا کردن مشتری برای مدیر	to help find clients for the manager	xWant	PersonX promotes to manager
عصبانیت	anger	oReact	PersonX proposes to PersonY's girlfriend
احمقانه است!	stupid	xAttr	PersonX proposes to PersonY's girlfriend
برای ازدواج	to be married	xIntent	PersonX proposes to PersonY's girlfriend
برای خرید یک حلقه نامزدی	to buy an engagement ring	xNeed	PersonX proposes to PersonY's girlfriend
خوشحال	happy	xReact	PersonX proposes to PersonY's girlfriend
برای تعهد با شخصی	to make a commitment with PersonY	xWant	PersonX proposes to PersonY's girlfriend
سپاسگزار	thankful	oReact	PersonX protects PersonY from the sun
کمک کننده	helpful	xAttr	PersonX protects PersonY from the sun
برای اینکه شخصیت خود را در امان نگه داریم	to keep persony safe	xIntent	PersonX protects PersonY from the sun
خورشید را به اینجا بیاورید	bring sunsceen	xNeed	PersonX protects PersonY from the sun
کمک کننده	helpful	xReact	PersonX protects PersonY from the sun
کرم های آفتابی را بکار ببرید	apply sunscreen	xWant	PersonX protects PersonY from the sun
برای حمایت کردن	to be protective	xIntent	PersonX protects PersonY's ___ from the sun
عینکش را روی چشمانش بکشید	pull the sunglasses over personY's eyes	xNeed	PersonX protects PersonY's ___ from the sun
کمک کننده	helpful	xReact	PersonX protects PersonY's ___ from the sun
تا چشمان خود را بپوشانند	to cover their own eyes	xWant	PersonX protects PersonY's ___ from the sun
سپاسگزارم.	grateful	oReact	PersonX protects PersonY's children
وفادار	loyal	xAttr	PersonX protects PersonY's children
بچه های شخصی در امان باشند	persony's children to be safe	xIntent	PersonX protects PersonY's children
برای ماندن در خانه شخصی	to stay in PersonY's house	xNeed	PersonX protects PersonY's children
آسوده خاطر	relieved	xReact	PersonX protects PersonY's children
سپاسگزار.	grateful.	oReact	PersonX protects PersonY's interests
بخشیدن	giving	xAttr	PersonX protects PersonY's interests
برای نجات دارایی های شخصی.	to save person y's assets.	xIntent	PersonX protects PersonY's interests
تا به او پیشنهاد ازدواج کند	to propose to her	xWant	PersonX protects PersonY's interests
سپاسگزار.	thankful.	oReact	PersonX protects PersonY's privacy
قابل اعتماد	trustworthy	xAttr	PersonX protects PersonY's privacy
برای کار کردن به عنوان سخنگوی شخصی	to work for PersonY as a spokesman	xNeed	PersonX protects PersonY's privacy
حفاظت کننده	protective	xReact	PersonX protects PersonY's privacy
به آنها پول بدهید	pay them	xWant	PersonX protects PersonY's privacy
لذت بردن	gratitude	oReact	PersonX protects PersonY's property
پشتیبان کننده	supportive	xAttr	PersonX protects PersonY's property
برای دفاع از شما	to defend y	xIntent	PersonX protects PersonY's property
تا محیط اطراف را برانداز کند	to survey the surroundings	xNeed	PersonX protects PersonY's property
